source,case_id,g_level,omega_rad_s,R_m,rho_kgm3,mu_Pas,T_K,p_Pa,P_w_W,error_pct,geometry_id,data_origin,notes,geometry_type,R_chamber_m,gap_radial_m,h_rotor_m,H_pole_m,H_chamber_m,gap_axial_m,geom_confidence,Cp,Re_Omega,M_tip,Pi_confinement,Pi_gap,Pi_aspect_axial,Pi_blockage
Xia2024,Xia2024_F13_non_chamfer_w57,1490.366972477064,57.0,4.5,1.2041183163746156,1.82e-05,293.15,101325.0,1396500.0,5.0,CHIEF_non_chamfer_arm,digitized_from_figure,"Fig13, Armature with no chamfer treatment, ω=57 rad/s, per-arm torque=24500 N·m",enclosed_arm_in_chamber,5.0,0.5,0.5,,1.8,,medium,0.006787574933,76365580.58656046,0.7473079919186634,0.9,0.1111111111111111,0.1111111111111111,0.0572957795130823
Xia2024,Xia2024_F13_rounded_fillet_w10,45.87155963302752,10.0,4.5,1.2041183163746156,1.82e-05,293.15,101325.0,7000.0,5.0,CHIEF_rounded_fillet_arm,digitized_from_figure,"Fig13, Armature with rounded fillet corners, ω=10 rad/s, per-arm torque=700 N·m",enclosed_arm_in_chamber,5.0,0.5,0.5,,1.8,,medium,0.0063008088449477,13397470.278343938,0.1311066652488883,0.9,0.1111111111111111,0.1111111111111111,0.0572957795130823
Xia2024,Xia2024_F13_rounded_fillet_w20,183.4862385321101,20.0,4.5,1.2041183163746156,1.82e-05,293.15,101325.0,56000.0,5.0,CHIEF_rounded_fillet_arm,digitized_from_figure,"Fig13, Armature with rounded fillet corners, ω=20 rad/s, per-arm torque=2800 N·m",enclosed_arm_in_chamber,5.0,0.5,0.5,,1.8,,medium,0.0063008088449477,26794940.55668788,0.2622133304977766,0.9,0.1111111111111111,0.1111111111111111,0.0572957795130823
Xia2024,Xia2024_F13_rounded_fillet_w30,412.8440366972477,30.0,4.5,1.2041183163746156,1.82e-05,293.15,101325.0,174000.0,5.0,CHIEF_rounded_fillet_arm,digitized_from_figure,"Fig13, Armature with rounded fillet corners, ω=30 rad/s, per-arm torque=5800 N·m",enclosed_arm_in_chamber,5.0,0.5,0.5,,1.8,,medium,0.0058007446509042,40192410.835031815,0.3933199957466649,0.9,0.1111111111111111,0.1111111111111111,0.0572957795130823
Xia2024,Xia2024_F13_rounded_fillet_w40,733.9449541284404,40.0,4.5,1.2041183163746156,1.82e-05,293.15,101325.0,420000.0,5.0,CHIEF_rounded_fillet_arm,digitized_from_figure,"Fig13, Armature with rounded fillet corners, ω=40 rad/s, per-arm torque=10500 N·m",enclosed_arm_in_chamber,5.0,0.5,0.5,,1.8,,medium,0.0059070082921385,53589881.11337575,0.5244266609955532,0.9,0.1111111111111111,0.1111111111111111,0.0572957795130823
Xia2024,Xia2024_F13_rounded_fillet_w57,1490.366972477064,57.0,4.5,1.2041183163746156,1.82e-05,293.15,101325.0,1197000.0,5.0,CHIEF_rounded_fillet_arm,digitized_from_figure,"Fig13, Armature with rounded fillet corners, ω=57 rad/s, per-arm torque=21000 N·m",enclosed_arm_in_chamber,5.0,0.5,0.5,,1.8,,medium,0.0058179213711428,76365580.58656046,0.7473079919186634,0.9,0.1111111111111111,0.1111111111111111,0.0572957795130823
Xia2024,Xia2024_F13_chamfer_w10,45.87155963302752,10.0,4.5,1.2041183163746156,1.82e-05,293.15,101325.0,5000.0,5.0,CHIEF_chamfer_arm,digitized_from_figure,"Fig13, Armature with chamfered edges, ω=10 rad/s, per-arm torque=500 N·m",enclosed_arm_in_chamber,5.0,0.5,0.5,,1.8,,medium,0.0045005777463912,13397470.278343938,0.1311066652488883,0.9,0.1111111111111111,0.1111111111111111,0.0572957795130823
Xia2024,Xia2024_F13_chamfer_w20,183.4862385321101,20.0,4.5,1.2041183163746156,1.82e-05,293.15,101325.0,50000.0,5.0,CHIEF_chamfer_arm,digitized_from_figure,"Fig13, Armature with chamfered edges, ω=20 rad/s, per-arm torque=2500 N·m",enclosed_arm_in_chamber,5.0,0.5,0.5,,1.8,,medium,0.005625722182989,26794940.55668788,0.2622133304977766,0.9,0.1111111111111111,0.1111111111111111,0.0572957795130823
Xia2024,Xia2024_F13_chamfer_w30,412.8440366972477,30.0,4.5,1.2041183163746156,1.82e-05,293.15,101325.0,165000.0,5.0,CHIEF_chamfer_arm,digitized_from_figure,"Fig13, Armature with chamfered edges, ω=30 rad/s, per-arm torque=5500 N·m",enclosed_arm_in_chamber,5.0,0.5,0.5,,1.8,,medium,0.0055007061344781,40192410.835031815,0.3933199957466649,0.9,0.1111111111111111,0.1111111111111111,0.0572957795130823
Xia2024,Xia2024_F13_chamfer_w40,733.9449541284404,40.0,4.5,1.2041183163746156,1.82e-05,293.15,101325.0,400000.0,5.0,CHIEF_chamfer_arm,digitized_from_figure,"Fig13, Armature with chamfered edges, ω=40 rad/s, per-arm torque=10000 N·m",enclosed_arm_in_chamber,5.0,0.5,0.5,,1.8,,medium,0.005625722182989,53589881.11337575,0.5244266609955532,0.9,0.1111111111111111,0.1111111111111111,0.0572957795130823
Xia2024,Xia2024_F13_chamfer_w57,1490.366972477064,57.0,4.5,1.2041183163746156,1.82e-05,293.15,101325.0,1026000.0,5.0,CHIEF_chamfer_arm,digitized_from_figure,"Fig13, Armature with chamfered edges, ω=57 rad/s, per-arm torque=18000 N·m",enclosed_arm_in_chamber,5.0,0.5,0.5,,1.8,,medium,0.0049867897466939,76365580.58656046,0.7473079919186634,0.9,0.1111111111111111,0.1111111111111111,0.0572957795130823
Xia2024,Xia2024_F13_disc_w10,45.87155963302752,10.0,4.5,1.2041183163746156,1.82e-05,293.15,101325.0,2000.0,5.0,CHIEF_disc_arm,digitized_from_figure,"Fig13, Disc-shaped armature, ω=10 rad/s, per-arm torque=200 N·m",enclosed_arm_in_chamber,5.0,0.5,0.1,,1.8,,medium,0.0018002310985564,13397470.278343938,0.1311066652488883,0.9,0.1111111111111111,0.0222222222222222,0.0114591559026164
Xia2024,Xia2024_F13_disc_w20,183.4862385321101,20.0,4.5,1.2041183163746156,1.82e-05,293.15,101325.0,18000.0,5.0,CHIEF_disc_arm,digitized_from_figure,"Fig13, Disc-shaped armature, ω=20 rad/s, per-arm torque=900 N·m",enclosed_arm_in_chamber,5.0,0.5,0.1,,1.8,,medium,0.002025259985876,26794940.55668788,0.2622133304977766,0.9,0.1111111111111111,0.0222222222222222,0.0114591559026164
Xia2024,Xia2024_F13_disc_w30,412.8440366972477,30.0,4.5,1.2041183163746156,1.82e-05,293.15,101325.0,54000.0,5.0,CHIEF_disc_arm,digitized_from_figure,"Fig13, Disc-shaped armature, ω=30 rad/s, per-arm torque=1800 N·m",enclosed_arm_in_chamber,5.0,0.5,0.1,,1.8,,medium,0.0018002310985564,40192410.835031815,0.3933199957466649,0.9,0.1111111111111111,0.0222222222222222,0.0114591559026164
Xia2024,Xia2024_F13_disc_w40,733.9449541284404,40.0,4.5,1.2041183163746156,1.82e-05,293.15,101325.0,128000.0,5.0,CHIEF_disc_arm,digitized_from_figure,"Fig13, Disc-shaped armature, ω=40 rad/s, per-arm torque=3200 N·m",enclosed_arm_in_chamber,5.0,0.5,0.1,,1.8,,medium,0.0018002310985564,53589881.11337575,0.5244266609955532,0.9,0.1111111111111111,0.0222222222222222,0.0114591559026164
Xia2024,Xia2024_F13_disc_w57,1490.366972477064,57.0,4.5,1.2041183163746156,1.82e-05,293.15,101325.0,370500.0,5.0,CHIEF_disc_arm,digitized_from_figure,"Fig13, Disc-shaped armature, ω=57 rad/s, per-arm torque=6500 N·m",enclosed_arm_in_chamber,5.0,0.5,0.1,,1.8,,medium,0.0018007851863061,76365580.58656046,0.7473079919186634,0.9,0.1111111111111111,0.0222222222222222,0.0114591559026164
Vrancik1968,Vrancik1968_Vrancik_cylindrical_01,1.0,418.8790204786391,0.088265,1.185,1.84e-05,293.15,101325.0,34.01625419120074,15.0,Vrancik_cylindrical,digitized_from_figure,"Fig13 Curve A, 4000 rpm, 11.5 oz-in, gap=0.635 mm",disk_in_cylinder,0.0889,0.000635,0.1143,0.0,,,high,0.1458107950006116,210167.80464341785,0.1077182755312799,0.9928571428571428,0.0071942446043165,1.2949640287769784,0.8126646277875962
Vrancik1968,Vrancik1968_Vrancik_cylindrical_02,1.0,523.5987755982989,0.088265,1.185,1.84e-05,293.15,101325.0,57.30999347430559,15.0,Vrancik_cylindrical,digitized_from_figure,"Fig13 Curve A, 5000 rpm, 15.5 oz-in, gap=0.635 mm",disk_in_cylinder,0.0889,0.000635,0.1143,0.0,,,high,0.1257776596874841,262709.7558042723,0.1346478444140999,0.9928571428571428,0.0071942446043165,1.2949640287769784,0.8126646277875962
Vrancik1968,Vrancik1968_Vrancik_cylindrical_03,1.0,628.3185307179587,0.088265,1.185,1.84e-05,293.15,101325.0,88.73805441182802,15.0,Vrancik_cylindrical,digitized_from_figure,"Fig13 Curve A, 6000 rpm, 20.0 oz-in, gap=0.635 mm",disk_in_cylinder,0.0889,0.000635,0.1143,0.0,,,high,0.1127039961357384,315251.7069651268,0.1615774132969199,0.9928571428571428,0.0071942446043165,1.2949640287769784,0.8126646277875962
Vrancik1968,Vrancik1968_Vrancik_cylindrical_04,1.0,837.7580409572781,0.088265,1.185,1.84e-05,293.15,101325.0,189.30784941189972,15.0,Vrancik_cylindrical,digitized_from_figure,"Fig13 Curve A, 8000 rpm, 32.0 oz-in, gap=0.635 mm",disk_in_cylinder,0.0889,0.000635,0.1143,0.0,,,high,0.1014335965221646,420335.6092868357,0.2154365510625599,0.9928571428571428,0.0071942446043165,1.2949640287769784,0.8126646277875962
Vrancik1968,Vrancik1968_Vrancik_cylindrical_05,1.0,1047.1975511965975,0.088265,1.185,1.84e-05,293.15,101325.0,369.7418933826167,15.0,Vrancik_cylindrical,digitized_from_figure,"Fig13 Curve A, 10000 rpm, 50.0 oz-in, gap=0.635 mm",disk_in_cylinder,0.0889,0.000635,0.1143,0.0,,,high,0.1014335965221646,525419.5116085446,0.2692956888281999,0.9928571428571428,0.0071942446043165,1.2949640287769784,0.8126646277875962
Vrancik1968,Vrancik1968_Vrancik_cylindrical_06,1.0,1256.6370614359173,0.088265,1.185,1.84e-05,293.15,101325.0,638.9139917651618,15.0,Vrancik_cylindrical,digitized_from_figure,"Fig13 Curve A, 12000 rpm, 72.0 oz-in, gap=0.635 mm",disk_in_cylinder,0.0889,0.000635,0.1143,0.0,,,high,0.1014335965221646,630503.4139302536,0.3231548265938399,0.9928571428571428,0.0071942446043165,1.2949640287769784,0.8126646277875962
Vrancik1968,Vrancik1968_Vrancik_8pole_01,1.0,418.8790204786391,0.088646,1.185,1.84e-05,293.15,101325.0,56.20076779415774,15.0,Vrancik_8pole,digitized_from_figure,"Fig13 Curve B, 4000 rpm, 19.0 oz-in, gap=0.254 mm",salient_in_stator,0.0889,0.000254,0.13335,0.0380999999999999,,,high,0.2357720655621043,211986.1189244692,0.1081832465047962,0.9971428571428572,0.0028653295128939,1.5042979942693409,0.952201288098368
Vrancik1968,Vrancik1968_Vrancik_8pole_02,1.0,523.5987755982989,0.088646,1.185,1.84e-05,293.15,101325.0,96.13289227948034,15.0,Vrancik_8pole,digitized_from_figure,"Fig13 Curve B, 5000 rpm, 26.0 oz-in, gap=0.254 mm",salient_in_stator,0.0889,0.000254,0.13335,0.0380999999999999,,,high,0.2064866932080745,264982.6486555865,0.1352290581309953,0.9971428571428572,0.0028653295128939,1.5042979942693409,0.952201288098368
Vrancik1968,Vrancik1968_Vrancik_8pole_03,1.0,628.3185307179587,0.088646,1.185,1.84e-05,293.15,101325.0,155.29159522069904,15.0,Vrancik_8pole,digitized_from_figure,"Fig13 Curve B, 6000 rpm, 35.0 oz-in, gap=0.254 mm",salient_in_stator,0.0889,0.000254,0.13335,0.0380999999999999,,,high,0.1930297612789157,317979.17838670383,0.1622748697571944,0.9971428571428572,0.0028653295128939,1.5042979942693409,0.952201288098368
Vrancik1968,Vrancik1968_Vrancik_8pole_04,1.0,837.7580409572781,0.088646,1.185,1.84e-05,293.15,101325.0,337.2046067649464,15.0,Vrancik_8pole,digitized_from_figure,"Fig13 Curve B, 8000 rpm, 57.0 oz-in, gap=0.254 mm",salient_in_stator,0.0889,0.000254,0.13335,0.0380999999999999,,,high,0.1768290491715782,423972.2378489384,0.2163664930095925,0.9971428571428572,0.0028653295128939,1.5042979942693409,0.952201288098368
Vrancik1968,Vrancik1968_Vrancik_8pole_05,1.0,1047.1975511965975,0.088646,1.185,1.84e-05,293.15,101325.0,650.7457323534054,15.0,Vrancik_8pole,digitized_from_figure,"Fig13 Curve B, 10000 rpm, 88.0 oz-in, gap=0.254 mm",salient_in_stator,0.0889,0.000254,0.13335,0.0380999999999999,,,high,0.1747195096376015,529965.297311173,0.2704581162619907,0.9971428571428572,0.0028653295128939,1.5042979942693409,0.952201288098368
Vrancik1968,Vrancik1968_Vrancik_8pole_06,1.0,1256.6370614359173,0.088646,1.185,1.84e-05,293.15,101325.0,1197.9637345596782,15.0,Vrancik_8pole,digitized_from_figure,"Fig13 Curve B, 12000 rpm, 135.0 oz-in, gap=0.254 mm",salient_in_stator,0.0889,0.000254,0.13335,0.0380999999999999,,,high,0.1861358412332402,635958.3567734077,0.3245497395143888,0.9971428571428572,0.0028653295128939,1.5042979942693409,0.952201288098368
Vrancik1968,Vrancik1968_fig4_cyl_01,1.0,314.1592653589793,0.088265,1.185,1.84e-05,293.15,101325.0,28.0,10.0,Vrancik_cylindrical_in_stator,digitized_from_figure,"Fig4, 3000 rpm, 28 W, smooth cyl in slotted stator",disk_in_cylinder,0.0889,0.000635,0.1143,0.0,,,high,0.2844968294801872,157625.8534825634,0.0807887066484599,0.9928571428571428,0.0071942446043165,1.2949640287769784,0.8126646277875962
Vrancik1968,Vrancik1968_fig4_cyl_02,1.0,418.8790204786391,0.088265,1.185,1.84e-05,293.15,101325.0,60.0,10.0,Vrancik_cylindrical_in_stator,digitized_from_figure,"Fig4, 4000 rpm, 60 W, smooth cyl in slotted stator",disk_in_cylinder,0.0889,0.000635,0.1143,0.0,,,high,0.2571902141506157,210167.80464341785,0.1077182755312799,0.9928571428571428,0.0071942446043165,1.2949640287769784,0.8126646277875962
Vrancik1968,Vrancik1968_fig4_cyl_03,1.0,628.3185307179587,0.088265,1.185,1.84e-05,293.15,101325.0,200.0,10.0,Vrancik_cylindrical_in_stator,digitized_from_figure,"Fig4, 6000 rpm, 200 W, smooth cyl in slotted stator",disk_in_cylinder,0.0889,0.000635,0.1143,0.0,,,high,0.2540150263215957,315251.7069651268,0.1615774132969199,0.9928571428571428,0.0071942446043165,1.2949640287769784,0.8126646277875962
Vrancik1968,Vrancik1968_fig4_cyl_04,1.0,837.7580409572781,0.088265,1.185,1.84e-05,293.15,101325.0,280.0,10.0,Vrancik_cylindrical_in_stator,digitized_from_figure,"Fig4, 8000 rpm, 280 W, smooth cyl in slotted stator",disk_in_cylinder,0.0889,0.000635,0.1143,0.0,,,high,0.1500276249211925,420335.6092868357,0.2154365510625599,0.9928571428571428,0.0071942446043165,1.2949640287769784,0.8126646277875962
Vrancik1968,Vrancik1968_fig4_cyl_05,1.0,1047.1975511965975,0.088265,1.185,1.84e-05,293.15,101325.0,400.0,10.0,Vrancik_cylindrical_in_stator,digitized_from_figure,"Fig4, 10000 rpm, 400 W, smooth cyl in slotted stator",disk_in_cylinder,0.0889,0.000635,0.1143,0.0,,,high,0.1097344913709294,525419.5116085446,0.2692956888281999,0.9928571428571428,0.0071942446043165,1.2949640287769784,0.8126646277875962
Vrancik1968,Vrancik1968_fig4_cyl_06,1.0,1256.6370614359173,0.088265,1.185,1.84e-05,293.15,101325.0,600.0,10.0,Vrancik_cylindrical_in_stator,digitized_from_figure,"Fig4, 12000 rpm, 600 W, smooth cyl in slotted stator",disk_in_cylinder,0.0889,0.000635,0.1143,0.0,,,high,0.0952556348705984,630503.4139302536,0.3231548265938399,0.9928571428571428,0.0071942446043165,1.2949640287769784,0.8126646277875962
Vrancik1968,Vrancik1968_alt_Ar_01,1.0,1256.6370614359173,0.06604,0.4444589488291038,2.69e-05,373.15,34473.8,130.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig11, Argon, 5 psia, T=100°C, ρ=0.4445 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.2346803775070817,90553.10947324836,0.2143050534943816,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_Ar_02,1.0,1256.6370614359173,0.06604,0.711134318126566,2.69e-05,373.15,55158.08,155.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig11, Argon, 8 psia, T=100°C, ρ=0.7111 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.1748820120846042,144884.97515719736,0.2143050534943816,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_Ar_03,1.0,1256.6370614359173,0.06604,0.8889178976582076,2.69e-05,373.15,68947.6,170.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig11, Argon, 10 psia, T=100°C, ρ=0.8889 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.1534448622161688,181106.21894649672,0.2143050534943816,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_Ar_04,1.0,1256.6370614359173,0.06604,1.3333768464873117,2.69e-05,373.15,103421.4,200.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig11, Argon, 15 psia, T=100°C, ρ=1.3334 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.1203489115420932,271659.3284197451,0.2143050534943816,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_Ar_05,1.0,1256.6370614359173,0.06604,1.7778357953164152,2.69e-05,373.15,137895.2,205.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig11, Argon, 20 psia, T=100°C, ρ=1.7778 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.0925182257479841,362212.4378929935,0.2143050534943816,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_Ar_06,1.0,1256.6370614359173,0.06604,2.2222947441455188,2.69e-05,373.15,172369.0,240.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig11, Argon, 25 psia, T=100°C, ρ=2.2223 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.0866512163103071,452765.5473662417,0.2143050534943816,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_Ar_07,1.0,1256.6370614359173,0.06604,2.666753692974623,2.69e-05,373.15,206842.8,260.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig11, Argon, 30 psia, T=100°C, ρ=2.6668 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.0782267925023605,543318.6568394902,0.2143050534943816,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_Ar_08,1.0,1256.6370614359173,0.06604,3.1112126418037263,2.69e-05,373.15,241316.6,285.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig11, Argon, 35 psia, T=100°C, ρ=3.1112 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.0734987995489212,633871.7663127385,0.2143050534943816,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_Ar_09,1.0,1256.6370614359173,0.06604,3.3778880111011884,2.69e-05,373.15,262000.88,290.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig11, Argon, 38 psia, T=100°C, ρ=3.3779 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.0688839164747507,688203.6319966874,0.2143050534943816,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_Ar_10,1.0,1256.6370614359173,0.06604,3.5556715906328304,2.69e-05,373.15,275790.4,310.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig11, Argon, 40 psia, T=100°C, ρ=3.5557 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.0699528048338416,724424.8757859869,0.2143050534943816,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_F12_01,1.0,1256.6370614359173,0.06604,1.479274116720123,1.36e-05,339.15,34473.8,100.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig12, Freon-12, 5 psia, T=66°C, ρ=1.4793 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.0542395930329582,596120.0691745217,0.2247906403492843,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_F12_02,1.0,1256.6370614359173,0.06604,2.366838586752197,1.36e-05,339.15,55158.08,150.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig12, Freon-12, 8 psia, T=66°C, ρ=2.3668 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.0508496184683983,953792.1106792348,0.2247906403492843,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_F12_03,1.0,1256.6370614359173,0.06604,2.958548233440246,1.36e-05,339.15,68947.6,175.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig12, Freon-12, 10 psia, T=66°C, ρ=2.9585 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.0474596439038385,1192240.1383490434,0.2247906403492843,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_F12_04,1.0,1256.6370614359173,0.06604,4.43782235016037,1.36e-05,339.15,103421.4,350.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig12, Freon-12, 15 psia, T=66°C, ρ=4.4378 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.063279525205118,1788360.2075235653,0.2247906403492843,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_F12_05,1.0,1256.6370614359173,0.06604,5.325386820192444,1.36e-05,339.15,124105.68,400.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig12, Freon-12, 18 psia, T=66°C, ρ=5.3254 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.0602662144810647,2146032.2490282785,0.2247906403492843,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_F12_06,1.0,1256.6370614359173,0.06604,5.917096466880492,1.36e-05,339.15,137895.2,420.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig12, Freon-12, 20 psia, T=66°C, ρ=5.9171 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.0569515726846062,2384480.276698087,0.2247906403492843,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_F12_07,1.0,1256.6370614359173,0.06604,7.10051576025659,1.36e-05,339.15,165474.24,500.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig12, Freon-12, 24 psia, T=66°C, ρ=7.1005 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.0564995760759982,2861376.3320377045,0.2247906403492843,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_F12_08,1.0,1256.6370614359173,0.06604,8.283935053632689,1.36e-05,339.15,193053.28,560.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig12, Freon-12, 28 psia, T=66°C, ρ=8.2839 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.0542395930329582,3338272.3873773217,0.2247906403492843,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_F12_09,1.0,1256.6370614359173,0.06604,9.467354347008788,1.36e-05,339.15,220632.32,630.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig12, Freon-12, 32 psia, T=66°C, ρ=9.4674 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.0533920993918183,3815168.4427169394,0.2247906403492843,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_F12_10,1.0,1256.6370614359173,0.06604,10.650773640384887,1.36e-05,339.15,248211.36,660.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig12, Freon-12, 36 psia, T=66°C, ρ=10.6508 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.0497196269468784,4292064.498056557,0.2247906403492843,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_F12_11,1.0,1256.6370614359173,0.06604,11.834192933760985,1.36e-05,339.15,275790.4,740.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig12, Freon-12, 40 psia, T=66°C, ρ=11.8342 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.0501716235554864,4768960.553396174,0.2247906403492843,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_F12_12,1.0,1256.6370614359173,0.06604,12.425902580449034,1.36e-05,339.15,289579.92,760.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig12, Freon-12, 42 psia, T=66°C, ρ=12.4259 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.0490739175060098,5007408.581065983,0.2247906403492843,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
Vrancik1968,Vrancik1968_alt_F12_13,1.0,1256.6370614359173,0.06604,13.017612227137082,1.36e-05,339.15,303369.44,780.0,5.0,Vrancik_alternator_shrouded,digitized_from_figure,"Fig12, Freon-12, 44 psia, T=66°C, ρ=13.0176 kg/m³, 12000 rpm",enclosed_salient_in_stator,0.067056,0.001016,0.099314,0.0215899999999999,,,high,0.0480760029155766,5245856.608735791,0.2247906403492843,0.9848484848484848,0.0153846153846153,1.5038461538461538,0.9285865194399724
